Row	Sample Name	Transaction Id	Anon Student Id	Session Id	Time	Time Zone	Duration (sec)	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level (Topic)	Problem Name	Problem View	Problem Start Time	Step Name	Attempt At Step	Is Last Attempt	Outcome	Selection	Action	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Concepts)	KC Category (Concepts)	KC (Single-KC)	KC Category (Single-KC)	KC (Unique-step)	KC Category (Unique-step)	School	Class	CF (Duration Seconds)	CF (Start Time)	Event Type
1568	All Data	6d84b199881e45b340b514d0ac39724b	Stu_906a6b8e96da8ea46e887e772da1c8aa	2	2015-09-29 16:06:21	America/New_York	17	ATTEMPT				Arithmetic_Operations	jDivision	1	2015-09-29 16:06:04	jDivision	1	0	INCORRECT								AddExpression		DivideExpression		DoubleDataType		ExplicitTypeCasting		IntDataType		SimpleAssignmentExpression		SimpleVariable		java.lang.Math.round																																																																																						Single-KC		KC2			CS401Fall20151	63.1	1443542844	
1569	All Data	7f8d85bc38089ca7f0cf74a99b5af44b	Stu_906a6b8e96da8ea46e887e772da1c8aa	2	2015-09-29 16:07:35	America/New_York	74	ATTEMPT				Arithmetic_Operations	jDivision	1	2015-09-29 16:06:04	jDivision	2	1	CORRECT								AddExpression		DivideExpression		DoubleDataType		ExplicitTypeCasting		IntDataType		SimpleAssignmentExpression		SimpleVariable		java.lang.Math.round																																																																																						Single-KC		KC2			CS401Fall20151	32.41	1443542887	
1570	All Data	691c9c293a5761aa25ee5bc37165e5e4	Stu_906a6b8e96da8ea46e887e772da1c8aa	2	2015-09-29 16:15:04	America/New_York	449	ATTEMPT				Strings	jString1	1	2015-09-29 16:07:35	jString1	1	1	CORRECT								ActualMethodParameter		ObjectMethodInvocation		SimpleAssignmentExpression		StringDataType		StringInitializationStatement		StringLiteral		StringVariable		java.lang.String.substring		java.lang.System.out.print																																																																																				Single-KC		KC95			CS401Fall20151	23.87	1443543328	
1571	All Data	9c6f198f4bf361492fdac40cdd630a6d	Stu_906a6b8e96da8ea46e887e772da1c8aa	2	2015-09-29 16:15:34	America/New_York	30	ATTEMPT				Strings	jString2	1	2015-09-29 16:15:04	jString2	1	0	INCORRECT								IntDataType		ObjectMethodInvocation		SimpleAssignmentExpression		SimpleVariable		StringDataType		StringInitializationStatement		StringLiteral		StringVariable		VariableInitializationStatement		java.lang.String.length		java.lang.System.out.print																																																																																Single-KC		KC63			CS401Fall20151	28.46	1443543362	
1572	All Data	5ce665267a8ecbaeab628398fdc19d93	Stu_906a6b8e96da8ea46e887e772da1c8aa	2	2015-09-29 16:16:17	America/New_York	43	ATTEMPT				Strings	jString2	1	2015-09-29 16:15:04	jString2	2	1	CORRECT								IntDataType		ObjectMethodInvocation		SimpleAssignmentExpression		SimpleVariable		StringDataType		StringInitializationStatement		StringLiteral		StringVariable		VariableInitializationStatement		java.lang.String.length		java.lang.System.out.print																																																																																Single-KC		KC63			CS401Fall20151	11.07	1443543388	
1573	All Data	da1dc4262ec1546f0218d9cae3f92a6f	Stu_906a6b8e96da8ea46e887e772da1c8aa	2	2015-09-29 16:16:32	America/New_York	15	ATTEMPT				Strings	jString3	1	2015-09-29 16:16:17	jString3	1	1	CORRECT								SimpleAssignmentExpression		StringAddition		StringDataType		StringInitializationStatement		StringLiteral		StringVariable		java.lang.System.out.print																																																																																								Single-KC		KC73			CS401Fall20151	8.88	1443543401	
1574	All Data	569ce7505ff6134fe95ebf2285653aba	Stu_906a6b8e96da8ea46e887e772da1c8aa	2	2015-09-29 16:16:49	America/New_York	17	ATTEMPT				Strings	jString4	1	2015-09-29 16:16:32	jString4	1	1	CORRECT								ActualMethodParameter		CharDataType		ObjectMethodInvocation		SimpleAssignmentExpression		SimpleVariable		StringDataType		StringInitializationStatement		StringLiteral		StringVariable		VariableInitializationStatement		java.lang.String.charAt		java.lang.System.out.print																																																																														Single-KC		KC85			CS401Fall20151	12.23	1443543421	
1575	All Data	c212cf1e3fd47d8f307cc8fe6c0772c2	Stu_906a6b8e96da8ea46e887e772da1c8aa	2	2015-09-29 16:17:06	America/New_York	17	ATTEMPT				Strings	jString5	1	2015-09-29 16:16:49	jString5	1	1	CORRECT								ConstructorCall		IntDataType		ObjectCreationStatement		ObjectVariable		SimpleAssignmentExpression		SimpleVariable		StringAddition		StringDataType		StringInitializationStatement		StringVariable		VariableInitializationStatement		java.lang.System.out.print																																																																														Single-KC		KC72			CS401Fall20151	20.8	1443543447	
1576	All Data	9a3bcc8ea66eb650cb912fc9554b548d	Stu_906a6b8e96da8ea46e887e772da1c8aa	2	2015-09-29 16:17:32	America/New_York	26	ATTEMPT				Strings	jString6	1	2015-09-29 16:17:06	jString6	1	1	CORRECT								StringDataType		StringLiteral		StringLiteralMethodInvocation		java.lang.String.substring		java.lang.System.out.print																																																																																												Single-KC		KC12			CS401Fall20151	25.87	1443543478	
1577	All Data	75268b237a74f7072c7d56bea4b0f442	Stu_906a6b8e96da8ea46e887e772da1c8aa	2	2015-09-29 16:18:04	America/New_York	32	ATTEMPT				Primitive_Data_Types	jString_to_Double	1	2015-09-29 16:17:32	jString_to_Double	1	1	CORRECT								DoubleDataType		SimpleAssignmentExpression		SimpleVariable		StringDataType		StringInitializationStatement		StringLiteral		StringVariable		VariableInitializationStatement		java.lang.Double.parseDouble																																																																																				Single-KC		KC77			CS401Fall20151	10.38	1443543494	
1578	All Data	e0f4e1a76444de9e6b417b801ca231ef	Stu_906a6b8e96da8ea46e887e772da1c8aa	2	2015-09-29 16:18:22	America/New_York	18	ATTEMPT				Primitive_Data_Types	jString_to_Int	1	2015-09-29 16:18:04	jString_to_Int	1	1	CORRECT								AddExpression		IntDataType		SimpleAssignmentExpression		SimpleVariable		StringDataType		StringInitializationStatement		StringLiteral		StringVariable		VariableInitializationStatement		java.lang.Integer.parseInt																																																																																		Single-KC		KC28			CS401Fall20151	8.32	1443543510	
1579	All Data	6188755f08242fce720a2f933e3baa14	Stu_906a6b8e96da8ea46e887e772da1c8aa	2	2015-09-29 16:18:36	America/New_York	14	ATTEMPT				Strings	jStringEqual	1	2015-09-29 16:18:22	jStringEqual	1	0	INCORRECT								ObjectMethodInvocation		SimpleAssignmentExpression		StringAddition		StringConstructorCall		StringCreationStatement		StringDataType		StringLiteral		StringVariable		java.lang.String.charAt		java.lang.String.equals		java.lang.String.equalsIgnoreCase																																																																																Single-KC		KC48			CS401Fall20151	56.26	1443543572	
1580	All Data	68c12a77c5d15c1f4f5af802942e2cb6	Stu_906a6b8e96da8ea46e887e772da1c8aa	2	2015-09-29 16:19:37	America/New_York	61	ATTEMPT				Strings	jStringEqual	1	2015-09-29 16:18:22	jStringEqual	2	1	CORRECT								ObjectMethodInvocation		SimpleAssignmentExpression		StringAddition		StringConstructorCall		StringCreationStatement		StringDataType		StringLiteral		StringVariable		java.lang.String.charAt		java.lang.String.equals		java.lang.String.equalsIgnoreCase																																																																																Single-KC		KC48			CS401Fall20151	23.01	1443543600	
1581	All Data	8cdcc378ec8fdc8f1e279eec65dffac4	Stu_906a6b8e96da8ea46e887e772da1c8aa	2	2015-09-29 16:20:05	America/New_York	28	ATTEMPT				Strings	jStringReplace	1	2015-09-29 16:19:37	jStringReplace	1	1	CORRECT								ObjectMethodInvocation		SimpleAssignmentExpression		StringAddition		StringDataType		StringInitializationStatement		StringLiteral		StringVariable		SubtractExpression		java.lang.String.charAt		java.lang.String.length		java.lang.String.replace																																																																																Single-KC		KC79			CS401Fall20151	85.76	1443543691	
1582	All Data	8f817f410077dacc41f81876b7c6e7bc	Stu_906a6b8e96da8ea46e887e772da1c8aa	2	2015-09-29 16:28:15	America/New_York	490	ATTEMPT				Boolean_Expressions	jBoolean_Var	1	2015-09-29 16:20:05	jBoolean_Var	1	1	CORRECT								BooleanDataType		ExpressionStatement		False		GreaterExpression		IfStatement		SimpleAssignmentExpression		SimpleVariable		True		VariableInitializationStatement		java.lang.System.out.print																																																																																		Single-KC		KC30			CS401Fall20151	12.18	1443544107	
1583	All Data	b752b102942fa949aaaa4aab5395fca6	Stu_906a6b8e96da8ea46e887e772da1c8aa	2	2015-09-29 16:28:32	America/New_York	17	ATTEMPT				Boolean_Expressions	jBoolean_Method	1	2015-09-29 16:28:15	jBoolean_Method	1	1	CORRECT								ActualMethodParameter		ConstructorCall		EqualExpression		ExpressionStatement		IfStatement		IntDataType		ObjectCreationStatement		ObjectEquality		PostDecrementExpression		PostIncrementExpression		SimpleAssignmentExpression		SimpleVariable		StringDataType		StringInitializationStatement		StringLiteral		StringVariable		VariableInitializationStatement		java.lang.String.equals																																																																		Single-KC		KC51			CS401Fall20151	28.13	1443544140	
1584	All Data	2f8b47ef2d72b1cff726b34c42c493f2	Stu_906a6b8e96da8ea46e887e772da1c8aa	2	2015-09-29 16:29:05	America/New_York	33	ATTEMPT				Boolean_Expressions	jBoolean_Operators	1	2015-09-29 16:28:32	jBoolean_Operators	1	1	CORRECT								AndExpression		ExpressionStatement		GreaterExpression		IfStatement		IntDataType		LessExpression		PostIncrementExpression		SimpleAssignmentExpression		SimpleVariable		StatementBlock		VariableInitializationStatement																																																																																Single-KC		KC89			CS401Fall20151	12.34	1443544157	
1585	All Data	8e62aceb91a6ae9737bb8b5c126ab60c	Stu_906a6b8e96da8ea46e887e772da1c8aa	2	2015-09-29 16:29:22	America/New_York	17	ATTEMPT				Boolean_Expressions	jBoolean_Operators3	1	2015-09-29 16:29:05	jBoolean_Operators3	1	1	CORRECT								GreaterExpression		IntDataType		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement		java.lang.System.out.print																																																																																										Single-KC		KC90			CS401Fall20151	12.26	1443544174	
1586	All Data	6609183a91e4e1c141de37624ac4dfc9	Stu_906a6b8e96da8ea46e887e772da1c8aa	2	2015-09-29 16:29:39	America/New_York	17	ATTEMPT				Boolean_Expressions	jbooleanOperationsOR	1	2015-09-29 16:29:22	jbooleanOperationsOR	1	1	CORRECT								GreaterExpression		IntDataType		OrExpression		SimpleAssignmentExpression		SubtractExpression																																																																																												Single-KC		KC76			CS401Fall20151	24.09	1443544203	
1587	All Data	9d0c25724952af3f8bd25bd269438ba5	Stu_906a6b8e96da8ea46e887e772da1c8aa	2	2015-09-29 16:30:10	America/New_York	31	ATTEMPT				Boolean_Expressions	jbooleanOperationsNotEqual	1	2015-09-29 16:29:39	jbooleanOperationsNotEqual	1	1	CORRECT								IfStatement		IntDataType		NotEqualExpression		SimpleAssignmentExpression		StringDataType		StringInitializationStatement		StringLiteral		StringVariable		java.lang.Math.abs		java.lang.System.out.print																																																																																		Single-KC		KC60			CS401Fall20151	18.88	1443544229	
1588	All Data	77892c12a50e37235655d2eba187663f	Stu_906a6b8e96da8ea46e887e772da1c8aa	2	2015-09-29 16:30:34	America/New_York	24	ATTEMPT				Boolean_Expressions	jbooleanOperationsNot	1	2015-09-29 16:30:10	jbooleanOperationsNot	1	1	CORRECT								AndExpression		GreaterExpression		IfStatement		IntDataType		LessExpression		NotExpression		PostIncrementExpression		SimpleAssignmentExpression																																																																																						Single-KC		KC61			CS401Fall20151	26.6	1443544261	
1589	All Data	c2033db29cf4e0e27b5a77429658191c	Stu_906a6b8e96da8ea46e887e772da1c8aa	2	2015-09-29 16:31:07	America/New_York	33	ATTEMPT				Boolean_Expressions	jbooleanOperationsLessEqual	1	2015-09-29 16:30:34	jbooleanOperationsLessEqual	1	1	CORRECT								IfStatement		IntDataType		LessEqualExpression		PostIncrementExpression		SimpleAssignmentExpression																																																																																												Single-KC		KC34			CS401Fall20151	10.21	1443544277	
1590	All Data	010874fd90a8cd501d215f58b6aacfc6	Stu_906a6b8e96da8ea46e887e772da1c8aa	2	2015-09-29 16:31:28	America/New_York	21	ATTEMPT				Boolean_Expressions	jbooleanOperationsGreaterEqual	1	2015-09-29 16:31:07	jbooleanOperationsGreaterEqual	1	1	CORRECT								GreaterEqualExpression		IfStatement		IntDataType		PostIncrementExpression		SimpleAssignmentExpression																																																																																												Single-KC		KC23			CS401Fall20151	13.13	1443544301	
1591	All Data	27d3812bd2ac159d234c79ae694c1f87	Stu_906a6b8e96da8ea46e887e772da1c8aa	2	2015-09-29 16:31:47	America/New_York	19	ATTEMPT				Decisions	jIfelse1	1	2015-09-29 16:31:28	jIfelse1	1	0	INCORRECT								AddAssignmentExpression		ExpressionStatement		GreaterExpression		IfStatement		IntDataType		ModulusExpression		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																				Single-KC		KC66			CS401Fall20151	20.02	1443544327	
1592	All Data	fb4d52de005597a85cbb1b3769bbb315	Stu_906a6b8e96da8ea46e887e772da1c8aa	2	2015-09-29 16:32:12	America/New_York	25	ATTEMPT				Decisions	jIfelse1	1	2015-09-29 16:31:28	jIfelse1	2	1	CORRECT								AddAssignmentExpression		ExpressionStatement		GreaterExpression		IfStatement		IntDataType		ModulusExpression		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																				Single-KC		KC66			CS401Fall20151	8.94	1443544341	
1593	All Data	75230b5f386e181216dbde378e667c1b	Stu_906a6b8e96da8ea46e887e772da1c8aa	2	2015-09-29 16:32:25	America/New_York	13	ATTEMPT				Boolean_Expressions	jtestNull	1	2015-09-29 16:32:12	jtestNull	1	1	CORRECT								EqualExpression		IfStatement		IntDataType		LessExpression		SimpleAssignmentExpression		StringDataType		StringInitializationStatement		StringLiteral		StringVariable																																																																																				Single-KC		KC29			CS401Fall20151	18.68	1443544364	
1594	All Data	d074d9146407c28524e5feb12a7bab07	Stu_906a6b8e96da8ea46e887e772da1c8aa	2	2015-09-29 16:32:50	America/New_York	25	ATTEMPT				Boolean_Expressions	jCompareString	1	2015-09-29 16:32:25	jCompareString	1	1	CORRECT								ObjectMethodInvocation		SimpleAssignmentExpression		StringDataType		StringInitializationStatement		StringLiteral		StringVariable		java.lang.String.equals		java.lang.String.substring																																																																																						Single-KC		KC47			CS401Fall20151	32.13	1443544402	
1595	All Data	426e0299048550b604ce1d0aa0f7ffc5	Stu_95a0e19335b8a32de0395b17ccb344d4	0	2015-11-09 22:16:20	America/New_York	0	ATTEMPT				Variables	jSimpleVariableTest	1	2015-11-09 22:16:20	jSimpleVariableTest	1	1	CORRECT								IntDataType		MultiplyExpression		SimpleAssignmentExpression		SimpleVariable																																																																																														Single-KC		KC93			CS401Fall20152	145.42	1447107525	
1596	All Data	4431d005040f1f616ba2d4ef877a5ca3	Stu_95a0e19335b8a32de0395b17ccb344d4	0	2015-11-09 22:19:16	America/New_York	176	ATTEMPT				Variables	jVariable1_rev	1	2015-11-09 22:16:20	jVariable1_rev	1	1	CORRECT								AddExpression		IntDataType		SimpleAssignmentExpression																																																																																																Single-KC		KC11			CS401Fall20152	32.42	1447107588	
1597	All Data	8a8c8a1ce4eb7c516a27b167786e6d40	Stu_95a0e19335b8a32de0395b17ccb344d4	0	2015-11-09 22:19:56	America/New_York	40	ATTEMPT				Variables	jVariables2	1	2015-11-09 22:19:16	jVariables2	1	1	CORRECT								AddExpression		IntDataType		MultiplyExpression		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																										Single-KC		KC38			CS401Fall20152	34.12	1447107630	
1598	All Data	e6bf8f44f6c218fe2e339fd3a2a49cbb	Stu_95a0e19335b8a32de0395b17ccb344d4	0	2015-11-09 22:20:40	America/New_York	44	ATTEMPT				Variables	jVariables3	1	2015-11-09 22:19:56	jVariables3	1	1	CORRECT								IntDataType		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement		java.lang.System.out.print																																																																																												Single-KC		KC24			CS401Fall20152	52.72	1447107693	
1599	All Data	08b9215a5d47213678770ef6c8830287	Stu_95a0e19335b8a32de0395b17ccb344d4	0	2015-11-09 22:21:43	America/New_York	63	ATTEMPT				Variables	jVariable4_rev	1	2015-11-09 22:20:40	jVariable4_rev	1	1	CORRECT								IntDataType		MultiplyExpression		SimpleAssignmentExpression		java.lang.System.out.print																																																																																														Single-KC		KC50			CS401Fall20152	36.64	1447107740	
1600	All Data	5cfe1d5b8d067720b03ddfba746b2499	Stu_95a0e19335b8a32de0395b17ccb344d4	0	2015-11-09 22:22:29	America/New_York	46	ATTEMPT				Variables	jprintlnTest	1	2015-11-09 22:21:43	jprintlnTest	1	1	CORRECT								IntDataType		SimpleAssignmentExpression																																																																																																		Single-KC		KC14			CS401Fall20152	30.0	1447107779	
1601	All Data	ecf613924a44e9eadc6d6e0b9fbc3e98	Stu_95a0e19335b8a32de0395b17ccb344d4	0	2015-11-09 22:23:11	America/New_York	42	ATTEMPT				Variables	jVariables5	1	2015-11-09 22:22:29	jVariables5	1	1	CORRECT								SimpleAssignmentExpression		StringDataType		StringInitializationStatement		StringLiteral		StringVariable		java.lang.System.out.print																																																																																										Single-KC		KC98			CS401Fall20152	38.27	1447107829	
1602	All Data	417509803dee163355ca1e6edd5c5fca	Stu_98e72c2e6517a204113026b0291e1558	0	2015-09-08 16:55:53	America/New_York	0	ATTEMPT				Variables	jSimpleVariableTest	1	2015-09-08 16:55:53	jSimpleVariableTest	1	1	CORRECT								IntDataType		MultiplyExpression		SimpleAssignmentExpression		SimpleVariable																																																																																														Single-KC		KC93			CS401Fall20151	17.11	1441731370	
1603	All Data	4b1aa63b4c19e0ca10a69f93f3491c32	Stu_98e72c2e6517a204113026b0291e1558	0	2015-09-08 16:56:22	America/New_York	29	ATTEMPT				Variables	jVariable1_rev	1	2015-09-08 16:55:53	jVariable1_rev	1	1	CORRECT								AddExpression		IntDataType		SimpleAssignmentExpression																																																																																																Single-KC		KC11			CS401Fall20151	12.9	1441731395	
1604	All Data	2b7eaaf4c1c06a7f4b8f670abd143da2	Stu_997223ed49c45b1975a251799573df74	0	2015-10-15 00:41:18	America/New_York	0	ATTEMPT				Variables	jSimpleVariableTest	1	2015-10-15 00:41:18	jSimpleVariableTest	1	1	CORRECT								IntDataType		MultiplyExpression		SimpleAssignmentExpression		SimpleVariable																																																																																														Single-KC		KC93			CS401Fall20151	53.26	1444869731	
1605	All Data	5f152dfe93b0ba6e9d4fd48a80230ad1	Stu_997223ed49c45b1975a251799573df74	0	2015-10-15 00:42:19	America/New_York	61	ATTEMPT				Variables	jVariable1_rev	1	2015-10-15 00:41:18	jVariable1_rev	1	0	CORRECT								AddExpression		IntDataType		SimpleAssignmentExpression																																																																																																Single-KC		KC11			CS401Fall20151	46.81	1444869786	
1606	All Data	c3951bb3813cb6405f964f864c1466c2	Stu_997223ed49c45b1975a251799573df74	0	2015-10-15 00:43:08	America/New_York	49	ATTEMPT				Variables	jVariable1_rev	1	2015-10-15 00:41:18	jVariable1_rev	2	1	CORRECT								AddExpression		IntDataType		SimpleAssignmentExpression																																																																																																Single-KC		KC11			CS401Fall20151	6.46	1444869794	
1607	All Data	fda33c30870278cb198e62aa27fe905d	Stu_997223ed49c45b1975a251799573df74	0	2015-10-15 00:43:51	America/New_York	43	ATTEMPT				Variables	jVariables2	1	2015-10-15 00:43:08	jVariables2	1	1	CORRECT								AddExpression		IntDataType		MultiplyExpression		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																										Single-KC		KC38			CS401Fall20151	42.82	1444869874	
1608	All Data	3c4219d0f7de7c706a245929e2b40dc2	Stu_997223ed49c45b1975a251799573df74	0	2015-10-15 00:45:09	America/New_York	78	ATTEMPT				Variables	jVariables3	1	2015-10-15 00:43:51	jVariables3	1	0	CORRECT								IntDataType		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement		java.lang.System.out.print																																																																																												Single-KC		KC24			CS401Fall20151	42.99	1444869952	
1609	All Data	04489603da33bb75471f4a9cc83d41f8	Stu_997223ed49c45b1975a251799573df74	0	2015-10-15 00:45:56	America/New_York	47	ATTEMPT				Variables	jVariables3	1	2015-10-15 00:43:51	jVariables3	2	1	CORRECT								IntDataType		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement		java.lang.System.out.print																																																																																												Single-KC		KC24			CS401Fall20151	7.56	1444869964	
1610	All Data	cb06c00adbe7c2b04d5ed749cd4369a4	Stu_997223ed49c45b1975a251799573df74	0	2015-10-15 00:46:07	America/New_York	11	ATTEMPT				Variables	jVariable4_rev	1	2015-10-15 00:45:56	jVariable4_rev	1	1	CORRECT								IntDataType		MultiplyExpression		SimpleAssignmentExpression		java.lang.System.out.print																																																																																														Single-KC		KC50			CS401Fall20151	33.85	1444870001	
1611	All Data	0ab5360bb046bbf80c27e22a4ef19d91	Stu_997223ed49c45b1975a251799573df74	0	2015-10-15 00:46:50	America/New_York	43	ATTEMPT				Variables	jprintlnTest	1	2015-10-15 00:46:07	jprintlnTest	1	1	CORRECT								IntDataType		SimpleAssignmentExpression																																																																																																		Single-KC		KC14			CS401Fall20151	24.07	1444870034	
1612	All Data	d2b4f4656995225459f36d241d821e56	Stu_997223ed49c45b1975a251799573df74	0	2015-10-15 00:47:20	America/New_York	30	ATTEMPT				Variables	jVariables5	1	2015-10-15 00:46:50	jVariables5	1	1	CORRECT								SimpleAssignmentExpression		StringDataType		StringInitializationStatement		StringLiteral		StringVariable		java.lang.System.out.print																																																																																										Single-KC		KC98			CS401Fall20151	14.59	1444870055	
1613	All Data	899ff6deaede16a224a0a7b2f8d8b804	Stu_997223ed49c45b1975a251799573df74	0	2015-10-15 00:55:50	America/New_York	510	ATTEMPT				Primitive_Data_Types	jUsingDouble	1	2015-10-15 00:47:20	jUsingDouble	1	1	CORRECT								AddExpression		DoubleDataType		IntDataType		SimpleAssignmentExpression																																																																																														Single-KC		KC54			CS401Fall20151	43.38	1444870593	
1614	All Data	b74053335c69a93ef50e4aa0f6c894fa	Stu_997223ed49c45b1975a251799573df74	0	2015-10-15 00:58:52	America/New_York	182	ATTEMPT				Primitive_Data_Types	jusingFloat	1	2015-10-15 00:55:50	jusingFloat	1	0	INCORRECT								AddExpression		FloatDataType		SimpleAssignmentExpression																																																																																																Single-KC		KC25			CS401Fall20151	10.16	1444870742	
1615	All Data	de56c4a7c6777ddecab10011f71aad51	Stu_997223ed49c45b1975a251799573df74	0	2015-10-15 00:59:05	America/New_York	13	ATTEMPT				Primitive_Data_Types	jusingFloat	1	2015-10-15 00:55:50	jusingFloat	2	1	CORRECT								AddExpression		FloatDataType		SimpleAssignmentExpression																																																																																																Single-KC		KC25			CS401Fall20151	8.37	1444870753	
1616	All Data	66acc813b6ca1fa5741da4302f491f28	Stu_997223ed49c45b1975a251799573df74	0	2015-10-15 01:02:41	America/New_York	216	ATTEMPT				Constants	jConstants2	1	2015-10-15 00:59:05	jConstants2	1	1	CORRECT								Constant		ConstantInitializationStatement		DoubleDataType		IntDataType		MultiplyExpression		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																						Single-KC		KC16			CS401Fall20151	25.13	1444870986	
1617	All Data	79c4568c22548902d625d8e8ea7b2f08	Stu_997223ed49c45b1975a251799573df74	0	2015-10-15 01:11:43	America/New_York	542	ATTEMPT				Arithmetic_Operations	jCompoundAssignment_mult	1	2015-10-15 01:02:41	jCompoundAssignment_mult	1	1	CORRECT								IntDataType		MultiplyAssignmentExpression		SimpleAssignmentExpression																																																																																																Single-KC		KC27			CS401Fall20151	136.96	1444871640	
1618	All Data	54d410b531158e8bc50c9414487d2d90	Stu_997223ed49c45b1975a251799573df74	0	2015-10-15 01:14:07	America/New_York	144	ATTEMPT				Arithmetic_Operations	jVariable1	1	2015-10-15 01:11:43	jVariable1	1	1	CORRECT								AddAssignmentExpression		ExpressionStatement		IntDataType		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																										Single-KC		KC21			CS401Fall20151	8.29	1444871655	
1619	All Data	ffbb3b14828d408bbcb04816b6ef02d8	Stu_997223ed49c45b1975a251799573df74	0	2015-10-15 01:14:19	America/New_York	12	ATTEMPT				Arithmetic_Operations	jOperator1	1	2015-10-15 01:14:07	jOperator1	1	0	INCORRECT								IntDataType		ModulusExpression		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																												Single-KC		KC41			CS401Fall20151	13.49	1444871672	
1620	All Data	f32cb82d4942e12cab25db8b473bb6ec	Stu_997223ed49c45b1975a251799573df74	0	2015-10-15 01:14:34	America/New_York	15	ATTEMPT				Arithmetic_Operations	jOperator1	1	2015-10-15 01:14:07	jOperator1	2	1	CORRECT								IntDataType		ModulusExpression		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																												Single-KC		KC41			CS401Fall20151	12.52	1444871687	
1621	All Data	e60be23ea8ece9c57c192809fe5e6c86	Stu_997223ed49c45b1975a251799573df74	0	2015-10-15 01:14:52	America/New_York	18	ATTEMPT				Arithmetic_Operations	jIncrement	1	2015-10-15 01:14:34	jIncrement	1	0	INCORRECT								IntDataType		PreIncrementExpression		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																												Single-KC		KC57			CS401Fall20151	16.26	1444871708	
1622	All Data	abbb80606c82918a49e177addc804c9b	Stu_997223ed49c45b1975a251799573df74	0	2015-10-15 01:15:10	America/New_York	18	ATTEMPT				Arithmetic_Operations	jIncrement	1	2015-10-15 01:14:34	jIncrement	2	1	CORRECT								IntDataType		PreIncrementExpression		SimpleAssignmentExpression		SimpleVariable		VariableInitializationStatement																																																																																												Single-KC		KC57			CS401Fall20151	5.85	1444871716	
1623	All Data	9bdc67ee2e09393abd4715b9e59509a6	Stu_997223ed49c45b1975a251799573df74	0	2015-10-15 01:15:31	America/New_York	21	ATTEMPT				Arithmetic_Operations	jPostIncrement	1	2015-10-15 01:15:10	jPostIncrement	1	0	INCORRECT								IntDataType		PostIncrementExpression		SimpleAssignmentExpression																																																																																																Single-KC		KC17			CS401Fall20151	5.56	1444871737	
